date,wallet,amount,mint,source
2022-01-02 04:51:20.000,4AfE8aDYy2VnkqLVAsziosyfTEs6HPgEycWKr7oUSttp,0.0,ETH,Wormhole Bridge
2022-01-31 00:49:29.000,4L1DGvksUNSjBnqYaHcsGFemtxeH1DgBRwPUF6KLLCLk,0.0,LDO,Wormhole Bridge
2022-01-07 22:27:35.000,4MjDj8nJUfPu1djGnRjjtoFfvFjp5xNjLubVRYL2vGMS,0.0,USDCet,Wormhole Bridge
2021-12-16 05:14:34.000,4NDRaki36MFKJ6SZVWVFoeJJ2PGRv5DzzaWZuTArRFvZ,0.0,MANA,Wormhole Bridge
2022-02-19 05:16:39.000,4NuWyK56x6Q9LYzsYoCe4dgLxmdmJX19xcGbacufHxxt,0.0,ETH,Wormhole Bridge
2022-02-20 23:51:00.000,4XcG5C5XqNzM9rJKG9ApzXpQJmTYLg5SQJ3DvZQvLKsc,5.1,ETH,Wormhole Bridge
2021-12-05 02:40:44.000,4YE3kEYXfRWHZwZTGBadpatNrvthgGF4CRUoQaJ9x5zM,0.0,SRMet,Wormhole Bridge
2022-01-03 09:33:12.000,4e8CwdE3KknW1tHU7aMZzbPjnHqjxFQu4dDi3RyvLee7,0.05,ETH,Wormhole Bridge
2021-12-01 14:15:32.000,4qTq6w2CjsBt1zjA7AXL4yhPrcvbqxEWV6JXvAGsoYg4,0.0,ETH,Wormhole Bridge
2022-01-17 17:04:50.000,4ww5vJSTXGp1pQzghw4W9X6waUWqYPDC7qEfHSUSgT1k,0.0,USDTet,Wormhole Bridge
2021-12-26 11:29:13.000,4yDvou48beSb7bQeG5A2QHkYEUnHF2jbfB1hJDiF2r67,0.0,ETH,Wormhole Bridge
2022-01-04 22:49:32.000,4yQhT4c9rSC9kA2Mp9qsJsFW3sPpMgUFKMrzpHt2ewXC,40.00946754,FTT,Wormhole Bridge
2021-12-04 02:18:36.000,52ULgzHRkCFZNBvk8Gm53tBbwnhh9dnupgb28Mav8Ut5,0.0,FRAX,Wormhole Bridge
2021-12-13 17:42:52.000,55YfFvwjg3A86gqMZ2vAie5eJYjbA9Xg2vqprnh4gYwg,0.34989,aeWETH,Allbridge Bridge
2022-02-06 13:33:04.000,5DWohKLhkF4RaRCdSFERuwYYpBtMHkgSSGNBSx4KxpkZ,0.12326882,ETH,Wormhole Bridge
2022-01-26 05:21:41.000,5ErxakMdYqTqm1NaQq71A4DTUTEMSxnYwf4ThL9RmY4U,0.00010051,ETH,Wormhole Bridge
2022-01-28 14:23:50.000,5XgStSeDe22PVKojnuHaoboNGiJxgeszhLHsQYAgEBvs,128.0,ETH,Wormhole Bridge
2022-01-08 00:18:24.000,5gAV1bLnHMK5LVBrm3BH22hjZuKnLZ7g3nTpEQw6d9aL,0.0,ETH,Wormhole Bridge
2022-02-27 23:55:35.000,5tHNyNQFvJRmXrVoj12S6mpXK8WAUzgM6JUALMb6TRuf,0.01,ETH,Wormhole Bridge
2022-02-18 17:28:24.000,5wBWySrTZqXtQGYrj6B5UtdAyuyRoHumQ4NYHNB6Ug9y,0.0,BUSDet,Wormhole Bridge
2021-12-30 09:09:13.000,5yA5YuHU8RG7WMNtMfYnFRwcXLsX7YTQq9qJerBiCzuJ,4.0,ETH,Wormhole Bridge
2022-01-08 19:36:49.000,64hwtUwgSVgJfbmG4UispEJTiyS5UcX88Bv5oBFvasqN,0.0,USDCet,Wormhole Bridge
2022-02-19 21:44:07.000,651e25pn2AqrAwccSV1WkUP2f3Ci59RKgQzaXV7417zG,4995.32918,USDCet,Wormhole Bridge
2022-02-05 10:09:17.000,67pSy7b8H2gmaUAkfTH5h64tY9scptiCMCbDrNcvVokq,1.0,LDO,Wormhole Bridge
2022-01-17 12:26:26.000,69BSPvbLGbdtw7DucbkYbNXGjZZt7p2CgwjSL11NTuXe,0.0,ETH,Wormhole Bridge
2021-12-22 19:54:22.000,6A9FhxgYpmjVf29nSUmhjmQ81aCce3vdPziX5xf48Dup,2.0,ETH,Wormhole Bridge
2021-12-30 22:22:28.000,6HLv8PvrLGGmqtzYZHNjb1Qn3UCGQnWsTSpe14SZrGEV,4328.404441,aeUSDC,Allbridge Bridge
2022-02-16 10:54:44.000,6RRaLreZT6YCuUjPs6CjKgHLgXPRaLEaftsx5RHbPZoY,0.0,LDO,Wormhole Bridge
2022-01-18 02:49:26.000,6RtEQ5jsvW4Q4csZZMbzQ6Re5isvMXsSsVY5GHpHTHry,0.0,USDCet,Wormhole Bridge
2022-02-22 08:08:40.000,6UwqihqyVb6pYZXZnpGwEF7a4etyR4ijpYjR7RJwn77b,149999.5,aeUSDC,Allbridge Bridge
2021-12-02 19:01:10.000,6YrCQGdjHZoRkYk3igiQUxjS5b9mFsMDALNkDMnHz9gr,0.0,ETH,Wormhole Bridge
2022-02-09 23:01:08.000,6fY8f3q655qzHK8oHxP2qkhFh4C1NMVz1CyXvCTAC22a,0.0,USDTet,Wormhole Bridge
2021-12-04 02:43:21.000,6gfi6GSjrhqc5xDLtDkVrTR61Hi7GMNPmJknxvbqzb1x,0.0,SUSHI,Wormhole Bridge
2022-01-01 07:46:48.000,6i1ySwePEKUfE9BsCtFoKaD2uYd4BPLLLpZQ3kr4zKzC,149899.24310259,FRAX,Wormhole Bridge
2022-01-08 01:43:08.000,6sCE2EsPKbWvUdaAsMyjHa9dBn9A4YYDC6hm7dkYCKUZ,0.0,ETH,Wormhole Bridge
2021-12-18 10:16:57.000,6te4TGidBXzjtpgKKd8oqro9nTd5CMaZA5i2b78HDXPe,0.0,ETH,Wormhole Bridge
2022-02-04 08:11:28.000,6wECedWSX8BDJft6JQSFAHbVtzDP2n57A68SuZACo91g,0.0,ETH,Wormhole Bridge
2022-01-06 23:56:00.000,6zckUthGYMi8pm2xERKEo1eJmPUiD1hwjN55MSsUyToT,0.00309243,WBTC,Wormhole Bridge
2021-12-04 18:09:34.000,74oPKetvaySMVRs1RTPwT52Yi2UPQ2ytShAaWvqxB4ZJ,0.5,ETH,Wormhole Bridge
2021-12-10 20:54:05.000,75BabQYsc1FR5hhAM2W1YjpT3UphzoTqjENzQAGmo8bD,370.0,ALEPH,Wormhole Bridge
2021-12-04 20:47:37.000,775ANAGx3kyFQV6YHvQXmfA7gB6DFkyojsQZXVdF4vwr,4.49989,aeWETH,Allbridge Bridge
2022-01-02 04:06:36.000,775ANAGx3kyFQV6YHvQXmfA7gB6DFkyojsQZXVdF4vwr,0.0,USDCet,Wormhole Bridge
2022-01-28 21:46:29.000,7Kt6RunuGUQsuevqwmVhwHm9aw6rAo8SUtG4uspZEP3T,5.46048773,ETH,Wormhole Bridge
2021-12-01 04:08:18.000,7PmiLxZiCG659EpSdinuYpzY5BRjdPfjmHfhf5pEqQB4,32675.000974,aeUSDC,Allbridge Bridge
2022-01-16 06:21:41.000,7XMSBogsivzp4vNwBK39qXuqXsZsdMtLu3ZmjbesvjbZ,0.04,ETH,Wormhole Bridge
2021-12-10 04:00:48.000,7dR7Y7bKwF3LRWgmXY5pKFJhbvvuKUv4XGQJ5wVTdAya,6000.0,USDCet,Wormhole Bridge
2022-01-11 18:14:28.000,8DYeCwRytvGzHMQr45wqBbcnQH2cFJTaP1x2aJfESx46,0.0,ETH,Wormhole Bridge
2022-01-14 08:14:55.000,8EjBCtmnh9gn5YSNwwKdcUrGJqvrbuiH45s8Es4BM8y7,0.0,ETH,Wormhole Bridge
2022-01-30 01:58:15.000,8FCTDvvuF9AYJybgAXLiEyAheX7fuGZpURJpEWq8FbJu,0.0,ETH,Wormhole Bridge
2021-12-09 02:16:08.000,8RmhY4gDicaVdQkzf93cGWLD8WrzAuHjoCXoZ2zMTEa5,0.0,ETH,Wormhole Bridge
2022-01-06 11:11:09.000,8XQCbx3umVWssSL4ejTcbosGDyFMgAU3RvT6pLWYjzUR,0.5,ETH,Wormhole Bridge
2022-01-29 19:48:16.000,8vDEVPWyHozNTRU8LyKNKJimt8FUso3rN9nUWWHDjjQb,4.36,FTT,Wormhole Bridge
2021-12-10 09:35:13.000,8wATDAbfXt3EEQzKCWpMgew4m6SDk32ytECL7rdKsqNf,0.69,ETH,Wormhole Bridge
2021-12-13 23:09:41.000,913TKcELvkNLnwyNbDx7cda7KxAmWXKT1fNAbFmj1Rmt,17985.122104,USDCet,Wormhole Bridge
2022-02-23 08:11:07.000,93h2mKN8cnkDvYHYUobmXxhVpts6fGLCCmCsbvoNkejx,5.0,ETH,Wormhole Bridge
2022-01-04 03:09:41.000,96uF9hLYevck58fvhxvVtFPyEnw7e773f6VoMpb5mSih,0.2,ETH,Wormhole Bridge
2021-12-12 10:49:02.000,9HJuxDecTUKDWonwVEbGnGEwnSY86rSRcdQe4rNKKQry,0.0,ETH,Wormhole Bridge
2021-12-10 10:24:52.000,9RDLtW8Vp6xRc2YbFBCXpzX4h2q19uXGSzn6P68hnvMg,0.93,ETH,Wormhole Bridge
2021-12-07 16:33:44.000,AG1XUpx2oT5KHxKLEwB9adFqeGkqbWhBELBY7UmiUtA6,0.0,ETH,Wormhole Bridge
2021-12-06 03:44:59.000,AGfw7StdmWDfsMtVWaiNfmraHouy4DDeYMDYGuezV6L6,5427.916105,USDCet,Wormhole Bridge
2022-02-17 14:57:37.000,AVVXQp588XpmB8AGi7WNs1thfxYZqu6hXucRV46E6nup,1.04267,ETH,Wormhole Bridge
2021-12-11 16:42:05.000,Ae9WubMXdSv5pgbsuNbNEnxAsVvShyj3CM4Q38v6fV5V,0.0,ETH,Wormhole Bridge
2022-02-21 06:55:12.000,AgieWDy3pvmMGTVRheEczn9YUXwpFNvaHSfcw33T97PE,0.5,ETH,Wormhole Bridge
2021-12-08 19:01:49.000,AzGscdWJaEcqbaa3Jzrs47C7cykpbKkCCw4b9cPhQTWC,2.5,ETH,Wormhole Bridge
2021-12-25 08:04:34.000,B4H9psnVXZh9ehYEvjyzP8SnYQ8jRnm1JgMuXhcwjA9t,15544.669115,USDCet,Wormhole Bridge
2021-12-12 04:52:47.000,BFHS21htuXubiKCo2CCJEUEwZ96GwfQ2dMJF5eVEnK8f,0.0,ETH,Wormhole Bridge
2022-02-17 15:47:36.000,BQfguZpr4hje4irm9xkcp7yrrKhWgCMCfEB51r3Ecrhg,0.0,agEUR,Wormhole Bridge
2021-12-12 02:26:41.000,BUi7PPuYC43TWUoXAe1SLNvxGfxvSigk2zuCNspmpeu,0.0,ETH,Wormhole Bridge
2022-02-02 12:04:34.000,BX7V6Ea8pkniD7boCt4NpNtyALh3YBjiXFNCqzdbV4pY,0.0,ETH,Wormhole Bridge
2022-02-04 18:55:11.000,BdkmXzBSkSfgLhv8XZLzmYaBBt9tecyvw9WFJx8wPNyF,0.0,USDCet,Wormhole Bridge
2022-01-01 10:36:19.000,BrRz4Sc4hemWp3WdCjufM7EVtLDn89T6WPrwpeNxbkFo,0.08035,ETH,Wormhole Bridge
2021-12-11 06:51:42.000,ByRHniv1SrLkVgGXB9bKoZ11cHJo91cE76pghcpjyL95,4.005,ETH,Wormhole Bridge
2021-12-24 05:52:47.000,C2Z12C3HFp6qmBg5HwzA9JCrxQRzMywFopkks58Qm1py,0.05,ETH,Wormhole Bridge
2021-12-31 22:04:29.000,C4b4mCCVAGCXE3HzGMXjpQGXJqTAe6sUWSfwjd8EeLXC,1.704,ETH,Wormhole Bridge
2022-01-06 20:03:16.000,CBjqwTGvTZB3qJoj9xZRfPr36Cpxq7gJ2x51fPWeYgCY,0.0,ETH,Wormhole Bridge
2022-01-16 00:11:53.000,CUC4b5UEUN8umNF68Xrb3SXB38itqMA8mfH8QDeFqS1D,7.0,ETH,Wormhole Bridge
2022-01-18 05:36:21.000,CUWmqXyqGAhXjsVwRJCyL5Fe22E7xQFTQmrm1GnnsLGv,0.1,ETH,Wormhole Bridge
2022-01-01 23:52:54.000,CXcRRYbyrPM2ZpD93jDgodqshC1rqrgHcHkiUnBPcwe1,4980.0,USDCet,Wormhole Bridge
2021-12-25 03:37:16.000,CcTTmTvZKDp2KRkGEstdBTiQxgswM2yedByFq93714pN,0.0,ETH,Wormhole Bridge
2021-12-17 11:59:11.000,Cd1u1e3J6KzkLJGEYRhGqVhxRjC6PAcPdYp8zFh4JURW,0.0,USDCet,Wormhole Bridge
2022-01-17 00:38:52.000,CeueoVWG3dkV3yRw16W9jYNMRUeqfXiGGewHa7XTSDgq,0.0,ETH,Wormhole Bridge
2022-01-19 09:52:29.000,Cn2YXZp4SotUsBh8rswq125BvKmsZgWm4YxGuHgagi6b,14.95153617,ibBTC,Wormhole Bridge
2021-12-15 01:27:53.000,CvCiM4BXzvA6SQjdLo645gxcNek1gn9KUZaoC93LdwRA,6.49989,aeWETH,Allbridge Bridge
2022-01-31 13:13:37.000,CwzG2PQAh1qE6JNeKi7A2BqPqFGmbuqBZgcGoNDGiaj1,0.0,LDO,Wormhole Bridge
2022-02-08 05:33:32.000,D7PY6TzZRiNJwcZKaQStjjpU3KcfP6kVhrV69wrrgUXG,99.5,aeUSDC,Allbridge Bridge
2022-01-30 14:27:05.000,DGnnxCrGQh1783E11xPVsA3juHHkomN2MLoKTUEiVJZx,0.15,ETH,Wormhole Bridge
2021-12-10 19:50:12.000,DQK2e1uAVLKuhSMCYtBRFAssymnWgxnd9T3NicspYsZ,12296.056118,USDCet,Wormhole Bridge
2021-12-03 06:56:32.000,DjcS4qmDbe5235CwbKNbqSoJA6PghQHytij8DgyGuCu9,0.0,ETH,Wormhole Bridge
2022-01-14 23:47:22.000,DsVsuKwpZabY7WoYU8rvP2AqL5dDAGg4vXKftxrX8e1s,10031.347252,USDTet,Wormhole Bridge
2021-12-19 03:55:32.000,EH8P6kibbWEb5opron6mPaPr4MbfPmnNTVpyheSHrRYv,10.0,USDTet,Wormhole Bridge
2021-12-18 06:42:10.000,EM5HhQFWggnzCs4ZWvP5rkmjLRm69KTDkti9bosSYAaV,0.0,FRAX,Wormhole Bridge
2022-02-03 04:42:56.000,EPGTV3yoBdBkT4j4C9pzFoDdmhdHtqAw1tCzousVY2aZ,12.29989,aeWETH,Allbridge Bridge
2022-01-15 05:51:16.000,EPiu9LguJQMy2UEFDEWcv4YE3TZmeh4LiASzwEJmWLbS,2935.43546382,LDO,Wormhole Bridge
2022-02-22 04:38:03.000,EQBF8eUZ8FNY2bJg9WLkNBxDPXgeLNA6uLf7rnWhWZ7o,21896.527714,USDTet,Wormhole Bridge
2022-02-08 08:58:31.000,ERJ53CVU8pzs1fLoNCzythHe7RGphcNGDt1LtdFah9nW,0.1,ETH,Wormhole Bridge
2021-12-26 14:26:04.000,EZHGiQNgEW2KKP2sy7ZsTK5i9m3rZJanVnKgJEzVEjfR,10.0,ETH,Wormhole Bridge
2021-12-27 08:50:35.000,EZsyojDoKWPAAZbCsMpEnDBU5tmh14NQ71PzdPsKSHcq,0.07,ETH,Wormhole Bridge
2022-01-16 08:12:10.000,Emb1oP8jVaK77UhrL8MEiAVtdSKthLSdkFWBP7a21Cen,0.0,USDCet,Wormhole Bridge
2022-01-31 11:09:04.000,EyUkPQfZfKYcrDnGrdBafEC7epZFRHmsUVYnTqeZDR6,1700.0,USDCet,Wormhole Bridge
2022-02-07 09:54:54.000,FUaWKU9i8k3uj2Xz69fLqr6VLhscQuFfCT4u3jRYsJCp,500001.0,USDCet,Wormhole Bridge
2022-02-10 19:02:40.000,FZLiYwTcnEX7gYcVRpBTUT7jZ7aEe9ukDupCdLWiDqTj,0.95,ETH,Wormhole Bridge
2022-01-12 06:09:05.000,FjkKvFpazSfZXNw5JG3cKvkdQzTSmMuTyj9P37uuMapg,100.0,USDTet,Wormhole Bridge
2022-02-01 08:23:53.000,FpyeNuFEenGiowEPpCig6ygR8wq2rpAJDWaCYJSWT7L1,0.17989,aeWETH,Allbridge Bridge
2022-02-05 08:35:18.000,FvSce4MGwueaUFTb9NxUnqz5mabUdbeMfrCJxRvA1Y3L,0.0,ETH,Wormhole Bridge
2022-01-15 22:27:24.000,FweioeKtqyB3gxjgZpUsHFsDKJipC2urHJ93RGXL1dE7,5300.0,USDCet,Wormhole Bridge
2022-01-02 05:19:18.000,G64MC845iQSBLtscgN9wCzRE8f7cjr4uctZPyhAznEVh,0.09989,aeWETH,Allbridge Bridge
2021-12-22 20:48:14.000,G64MC845iQSBLtscgN9wCzRE8f7cjr4uctZPyhAznEVh,0.0,ETH,Wormhole Bridge
2022-01-05 20:56:37.000,Gm4KzXmSoSGt7zZtvU4Xr9aF7PcHfj48v2pW4zPgbzQf,0.0,ETH,Wormhole Bridge
2022-01-25 23:33:13.000,Gp7t5TV9nP2v1qpUhTuFWjZYSZS5PaK7uerpQRWEKB6s,23715.44259598,agEUR,Wormhole Bridge
2022-01-21 14:00:41.000,GqiDTv6N6f7qwXzS6V97fKvAB1G7esXUjkeo8eKjxNtc,0.0,ETH,Wormhole Bridge
2022-01-14 23:00:39.000,GwGdN6bW8bCnKFLevTdZtmfvMrAJkZ6rxwEiC1gmT8Yw,0.001,WBTC,Wormhole Bridge
2021-12-08 16:40:45.000,HCe2qQqYtifo2jWdCtyhgE2meZUB4952L7sDddzFUNr7,0.0,USDCet,Wormhole Bridge
2021-12-03 23:08:37.000,HG734aNZyCbX6QxG2n3fgqwR1nMmiXe4GhAfgcdzTC3x,0.0,ETH,Wormhole Bridge
2022-01-15 23:41:09.000,HHhgtx1eWQCkMDhP3RzxvRfR2jZde1eF9eT7tG6A4Xjz,0.0,ETH,Wormhole Bridge
2021-12-21 11:46:55.000,HV7L7j4rhyXUwrZAG5rFhqQQCyz7JwFpLEgbobT9k5GJ,564.37876825,agEUR,Wormhole Bridge
2022-01-27 07:52:20.000,HXhviZzhtAA11j4Gp4bDmn4eoc9X3BXbt14ucWSR4aPY,0.0,FRAX,Wormhole Bridge
2021-12-10 15:30:14.000,HgHHUG5UH93vZLjTe1Cmxjnodq4FfXvH3XWbohRWNMEW,0.0,ETH,Wormhole Bridge
2022-01-18 19:48:52.000,JCbVe5rMkVdd4vfSgbz38RbCGakRDhy72tgYrJPzVXyS,78000.0,USDCet,Wormhole Bridge
2022-01-12 17:55:02.000,KrcpGkd54JpXcmMKSJe76acorRxdtw1XkrNB1qHqodG,0.0,ETH,Wormhole Bridge
2022-02-09 20:31:40.000,MU9JS3hq3uY9Tmqc1whF3scyHrixsdYu9gbNw1nfZpj,108.54546602,LDO,Wormhole Bridge
2022-02-22 22:55:36.000,12z1m9ELr9wbu5GspwjvUAkA6SFsWVgrVThde3XMPRYw,27500.0,USDCet,Wormhole Bridge
2021-12-09 02:40:51.000,1CJ6cMBtEtrs9fu8HEruW8vGzHMuogj8kARUk4DieLA,9.72455881,ETH,Wormhole Bridge
2021-12-04 16:01:26.000,22sKudPXJCh58RhjQvJE1UKsuLhzcNDpnP8B931PyU3v,0.0,SHIB,Wormhole Bridge
2022-02-20 16:47:55.000,2NoKHVZT5SQRjkG73tCReguFLqCNg9KwrYuJ1wZscxVV,0.35,ETH,Wormhole Bridge
2022-01-06 15:27:29.000,2PenD4bkeidvRWxx3MES3Roc7bBsmfdv6hVY6YvtZwLP,100.00001165,ETH,Wormhole Bridge
2021-12-15 12:38:30.000,2SDdDQKrxiuUQ9qhCkDMM2EnriED8GrqmoEfUx5f88Z3,4.720424,ETH,Wormhole Bridge
2021-12-02 18:57:56.000,2U1bEBdsVp1tJVeSmjoBrzduXWLKyoTP4LxPtyJ4YVcz,1000000.0,SHIB,Wormhole Bridge
2022-01-02 14:40:31.000,2YCSRT7nnUxnLefueL84CNofR6xsf1uLFFPNnuafANGL,2.0,ETH,Wormhole Bridge
2021-12-12 12:31:59.000,2nxXb2d48zKVsbBiFBkfngyZDRfZwji9b812QUsNjWjE,0.0,ETH,Wormhole Bridge
2021-12-30 16:34:26.000,2qgjNcFRhF8W9RZNMTKPQu6i4VZxD7fh9R1RbSts5pc4,0.0,UNI,Wormhole Bridge
2021-12-26 07:38:59.000,2uEPjuysyi2H75brTSXi8Ca5z3GhgNht14wskXJrUbk6,0.42489,aeWETH,Allbridge Bridge
2022-02-11 16:16:48.000,2x5ou6E7vFrZy8ZNvUVM1JLozGLU3hQH8MBrNBHPPf26,0.0,ETH,Wormhole Bridge
2022-01-27 18:43:35.000,32gSMKc9bvA49TNgGwbvvkqnxaSyjCe2ULJG7wwwFUdH,0.0,agEUR,Wormhole Bridge
2022-01-14 12:17:50.000,3TJYWxRk5sgaAbEXXoYEsUy1QNHZETsnEMsMmezzERJg,0.1,ETH,Wormhole Bridge
2022-01-23 01:08:47.000,3Usm434wvJcZb5Z9isQEBUSc2N6WmZPbcaNDyXXhGyuF,0.40415363,ETH,Wormhole Bridge
2021-12-01 22:13:07.000,3VLjt7hnsoKuD1x8QVcZiVbFCL4skyXZbBLXrN3RtpzJ,0.05,ETH,Wormhole Bridge
2022-01-11 15:53:06.000,3b65qRtTUZK9pADVq1NDvLnmx1ZgjPeXQdznxcf72imi,10440.639586,USDCet,Wormhole Bridge
2022-01-28 13:08:43.000,3cDTSeXRUFgToaq5yL4eVkKsDR7JowgTPEf4Vch5df63,0.0,USDCet,Wormhole Bridge
2022-02-14 19:20:26.000,3fcuGCbkhZRP64KXLY4A3GPnyzRVrVBffszukC5PZobr,0.0,USDTet,Wormhole Bridge
2022-01-09 08:50:30.000,3zgC5F6puExXHQDtaSrRyryL8UVPLnW6tvWky2em8bA1,29.99989,aeWETH,Allbridge Bridge
2022-01-10 22:21:23.000,3zgC5F6puExXHQDtaSrRyryL8UVPLnW6tvWky2em8bA1,40.0,ETH,Wormhole Bridge
2021-12-01 09:48:47.000,42H5kZVs1bAPxBjcxCxHNFuLmeW5cXk6jrPoU1cXic19,2.00019946,ETH,Wormhole Bridge
2022-01-22 23:13:31.000,4PiJJpJ4A4Wxt9PEzz2T6ZFe7KM1PraEp4Yhje6tPUJD,0.0,USDTet,Wormhole Bridge
2022-02-12 11:17:03.000,4VSVBv2NVEBqPxWEpiPrhPXhRh3NJc3x43smHnVne3ps,0.0,ETH,Wormhole Bridge
2021-12-03 15:50:30.000,4ff6nBoViyey21cT1yyt8CQj3Uy57weUpK412vXMH62T,100.0,USDCet,Wormhole Bridge
2021-12-03 16:13:38.000,4ibwPoPEiuCMcZ948vJ5icb1djdPeXjx52hySCjCwds2,200.0,ETH,Wormhole Bridge
2022-01-05 06:35:05.000,4utLUAYgfkMWDaqD9kcMuomJWh2pMUhewUajLGDDkxct,0.65,ETH,Wormhole Bridge
2021-12-26 12:12:59.000,4x6udLdiWJHe8eemLWTQAVETLdrY7zUdjjL6umzdcD5q,1.9,ETH,Wormhole Bridge
2022-01-15 00:10:11.000,5Bf3q5fpqr4145j6MvJhEoSVGS63vusN6yA5nFVWsNgE,0.0,SHIB,Wormhole Bridge
2022-01-15 10:10:29.000,5SW6nd5LQWWHQCkeQQrrsJZYDGNwDtNAYKNhSV11EhU3,0.31,ETH,Wormhole Bridge
2022-02-02 16:09:44.000,5YZHgAkrWpYAyYpdWHbrtsUYqrZroPAC9wgmE6mEDUQ4,0.19,ETH,Wormhole Bridge
2022-01-03 16:54:51.000,5dNGzQh9sonyFUcTHrH6wiCczokUMSc79miMEysyVYjK,0.0,ETH,Wormhole Bridge
2022-02-16 21:45:56.000,5ogmu7RSodfKbmqWdGvRe6TqRNov2hqMWXW8x1zeonbm,0.00161776,ETH,Wormhole Bridge
2021-12-02 01:36:36.000,5qSss9ZDBMHvSZBsn8FAyaKaG5Gq9Lv2i993AXvqRdCx,0.0,ETH,Wormhole Bridge
2022-01-28 05:13:57.000,5rCpUBWERCtTwputzREk1roiuQh29hbLmWyqfTyQMzgE,0.5,ETH,Wormhole Bridge
2021-12-14 15:55:31.000,62E4TDYqEVWm4Sqw3pskE4Qw1z1PgMDg56cz9F6mzjVd,0.22,ETH,Wormhole Bridge
2022-01-24 12:54:22.000,6Y9imBXmExXnnPYEKtnQcEFQrv2zVCehMSDG5jDtz7Le,0.0,ETH,Wormhole Bridge
2022-01-24 13:53:24.000,6ZZYbddLeqGWaHHnwuAbQuRkFw9QqKjncrc7hi3pFP4C,1.15,ETH,Wormhole Bridge
2021-12-05 10:55:45.000,6dcHojzFkxcYmxhFFCnQg1Ew2ybK6vSNk21s3xyLkyn6,0.0,BUSDet,Wormhole Bridge
2021-12-04 07:15:41.000,6iSLNqHhP3yAJ38Z4g5c6rWpjadyvfGMp326A5QD7qvz,9641.01154096,SUSHI,Wormhole Bridge
2021-12-10 04:18:22.000,6jUZzXutPPtiVPLvZjnb3C96RhrY1KF4Q66DXEhqhCCJ,566.47578362,SUSHI,Wormhole Bridge
2021-12-02 09:15:03.000,73rEV2H6d2DahMXqPX1PaAzobxbq2qbmqtcBxzRqX4Mj,0.0,ETH,Wormhole Bridge
2021-12-16 10:44:23.000,78ePDPWcknb4dx4R7diXA6grCKixNW8mEoTNcKq2effU,0.54,ETH,Wormhole Bridge
2021-12-26 22:17:54.000,7E3Zc3g1eJ7ueosPPoHDSkhuHvBVfN41eXcJXWeffozU,0.35,ETH,Wormhole Bridge
2021-12-13 11:42:57.000,7SEAxKQtt8ZTbp6cT1VFsWYTWxwhRshCCem2wZS5ssfX,0.2,ETH,Wormhole Bridge
2022-01-31 20:44:32.000,7U1KsPGqNXYyHfD5qATHf9HwoGTUTwepSLWGcK7DuLxS,7000.0,USDCet,Wormhole Bridge
2022-01-17 12:33:11.000,7giLQtu9zMqi6cn4Yjiw7Dc5z2YFdZNSoVRfqTPywQmd,6.59989,aeWETH,Allbridge Bridge
2022-02-07 16:37:29.000,7s9ZSKLeu38bRzqW33BcMMjWq9TwZRH1tZXjZPUKdxzY,0.01,ETH,Wormhole Bridge
2021-12-16 17:19:00.000,8JKhqGFLx79uMf9nnb2MB936TtyowC6yfAt39g7RH6iJ,0.0,USDCet,Wormhole Bridge
2022-02-21 03:36:33.000,8JZ2sWqVjer1gb3nNyB7tKS7aNnx8JByw4rV8Ka667kB,134287.81,USDCet,Wormhole Bridge
2022-02-22 16:41:32.000,8V5q9mKiycgVun4qnAjdYGf3gwzdayanNQC76HCrBtLo,43.79796879,LDO,Wormhole Bridge
2021-12-06 12:56:34.000,8mm1RsoMLiyrQsBrwnt6U7pVtRFA9HmHAwdTt5WByYg8,8557.969755,USDCet,Wormhole Bridge
2022-01-03 05:25:45.000,8wRbZPFXDeAd26qmKWW9Hkm6s84ekoyTLJqk8MbeBVZ7,0.0,ETH,Wormhole Bridge
2021-12-25 15:59:16.000,93AGRvU9jLpCXC9sLZbbzUWE5CAxqyrmDC5uErSVbBfP,0.0,ETH,Wormhole Bridge
2022-02-12 01:38:27.000,95QYcJT3SNgckuwYeGpHr7VaAHfb96fhVu5k6JPhxmvN,0.0,USDCet,Wormhole Bridge
2022-01-28 06:51:06.000,95ZHSwgetyvxKVFh6Xp3YxJtiMcxtjyQwU2ZgXvAZj1Q,0.0,ETH,Wormhole Bridge
2021-12-12 22:01:19.000,96NEvaEgJ8dd163i12kAcNxZJWE5rgJq59g7uqU6GtSK,1.0,ETH,Wormhole Bridge
2022-01-04 19:30:00.000,9Fb1Rqj7ZcBGrBkpA177rcsNsoyGpCBUFrLyxTAszmZK,0.0,ETH,Wormhole Bridge
2021-12-02 04:03:10.000,9GQ5mYSviCefP5Cob22TbTAicA4fndopYniGagcrcicv,0.0,ETH,Wormhole Bridge
2021-12-12 06:14:46.000,9Ge38kfjESdmBJv8zcm43X79bAE16tqxa32WeDUHSXg,0.0,ETH,Wormhole Bridge
2022-01-10 15:14:18.000,9N5pGNiCT1RFH3Z3J3BBghGnFU8GmLjCi2SqWMxWHqrT,3325.655429,USDTet,Wormhole Bridge
2022-02-19 16:22:04.000,9SdpdjjxSaMdopJNDTBPs4XUZmsT66aDhk2QBTndnjbU,0.0,ETH,Wormhole Bridge
