date,wallet,amount,mint,source
2022-01-29 05:41:28.000,9Zpn79rCWA7281uwcDemtrAYXe7Qf7YfbZhAc482wEfw,100.0,ETH,Wormhole Bridge
2022-01-03 16:48:30.000,9f5Jhyx3ACEjxKkuAV8oUFKn517z762S8RVe4DVAwM47,0.44989,aeWETH,Allbridge Bridge
2022-01-12 14:12:59.000,9fRfEk6WfrcA2byUwCgXZitUYA3xm2FydjFjPwUTZJ8E,0.0,USDCet,Wormhole Bridge
2022-01-21 11:36:19.000,9gEJ6sQgpopX2bsKjXEayURVAM8WoJqepU9u3nxruyZy,512.73031,aeUSDC,Allbridge Bridge
2022-01-26 21:23:28.000,9gzLtfwVT7aiEZHsx6a1VQBpjBzcfP7RKp3EKzCZ5S2t,0.0,USDCet,Wormhole Bridge
2021-12-05 12:43:20.000,9hi9NfXF4Rdounxa6eQo2uWhQJLBciMLKGscAAtkM2h4,0.0,ETH,Wormhole Bridge
2022-02-22 02:22:26.000,9m1BdXkAghWDgR27oM9M7MfVYwj6sCS6jvMiHdevez9z,59999.5,aeUSDC,Allbridge Bridge
2022-02-03 18:06:19.000,9nY6W3YeGeNLLLGRAxv3hthmuCGzQVTbZ96pDonGXYro,142283.068032,USDCet,Wormhole Bridge
2022-01-09 07:04:07.000,9vQhHUxdsDZHUT1qiiUXZq1ijyLGS6hduJMdmYBUqSsD,0.0,ETH,Wormhole Bridge
2021-12-26 11:02:42.000,9wsQcvpqPp8c9q42RntWDNbqNCnmJeW4GMG2AtKAHkBu,0.1,ETH,Wormhole Bridge
2021-12-02 19:44:50.000,A1HQf1S7ySXtQm2UEFfgYxTfsRtjj1hXNakhmpiQMnJW,0.0,ETH,Wormhole Bridge
2021-12-27 07:30:47.000,APaMp47gZriecG9M4gbifwU4ijiS6eiwNASrGvxVNtnF,710.74445148,SOS,Wormhole Bridge
2021-12-23 11:21:03.000,ASy5uv66GiSB8sDFGzu5SAyu8Gpst3tqrrYXniuNNc7E,0.0,USDCet,Wormhole Bridge
2021-12-29 14:04:46.000,AU6qLK4hCVCf3muFXxHhifs3fXqSch2vLfe1oUbKeRrA,0.0,USDTet,Wormhole Bridge
2022-02-18 09:17:51.000,AVBDx7NTvfsWfwkt2bogrv2zf5R818JLhYV6sMyUFkak,72976.287629,USDCet,Wormhole Bridge
2021-12-07 11:59:20.000,AfGy6FUBBbEyaWrG1khnSZfX2M7tfRrgEKG1GfB9eiSR,0.0,USDCet,Wormhole Bridge
2022-01-24 21:04:37.000,AqTDLRmyjMeMDirm5C85X7JdE5ajjVLcwFmuW2x4Rmgd,0.26246043,ETH,Wormhole Bridge
2022-01-12 17:43:05.000,B1zAiuxNrv8RTc7dDBoAihXEsu59R7KNywkRkw27J53x,0.00142287,ETH,Wormhole Bridge
2022-02-21 09:41:58.000,B8PbmjJ9vGrY11Nvarr6nzkNBAy5GmatVSWGhinWf7CF,0.0,ETH,Wormhole Bridge
2021-12-04 18:09:31.000,B9ABnHhBYpwtZXmKBMBYfYeR4xZLxqiyPQNqqYJre4WE,2000.000126,USDCet,Wormhole Bridge
2022-01-22 17:25:17.000,BFFpEVFEqvk8cYT2XvcH4Jvhkx1V2Zs6gEuhuTC246An,4.0,USDTet,Wormhole Bridge
2021-12-27 04:05:41.000,BWMBJwmcKv7gDGx9Be1oZqmKhb2JhPxcxvBxErZGCaV1,99.5,aeUSDC,Allbridge Bridge
2022-01-11 21:43:15.000,BWMBJwmcKv7gDGx9Be1oZqmKhb2JhPxcxvBxErZGCaV1,3781.579612,USDCet,Wormhole Bridge
2021-12-09 17:53:05.000,BupgdaBNC4bGxuudPZFPyKqH5ZPi5S5yoH1oSXNAnNQp,0.0,ETH,Wormhole Bridge
2022-01-20 19:31:46.000,BvkT7Mni5padkretu5Gxd8NWNDtmiHWuzQ11fxqsNXey,1.0,ETH,Wormhole Bridge
2022-02-13 16:59:23.000,C2Yv4d64FNC6ZD6F5cPmkv6ASS9WVwGxEknLNXetxSN5,0.0,ETH,Wormhole Bridge
2022-02-23 05:13:59.000,C3nAKW8ncL84iJ5m7aESpd1d4Wug18BZnxgsp13sB6Ux,0.0,USDTet,Wormhole Bridge
2021-12-02 14:28:02.000,CFXBfTZeybv3iGjQaymmAUMjUG4t2Lonc6QXN1GtnQKx,3324.0,SRMet,Wormhole Bridge
2021-12-04 03:39:50.000,CL1ozDw3qTr4NpXioSrtrwVYEsHFyuo7CzMWHPbhhJhC,0.00989,aeWETH,Allbridge Bridge
2021-12-04 03:20:04.000,CL1ozDw3qTr4NpXioSrtrwVYEsHFyuo7CzMWHPbhhJhC,0.01,ETH,Wormhole Bridge
2022-01-05 22:42:04.000,CL2JZC5qKtJQu2fisjCRb5N83EinjwahGAUYFdQAW4GN,0.0,USDCet,Wormhole Bridge
2021-12-03 05:42:14.000,CNFWTdU3MXz7jGLY6emWK1wNB6pMu84G5NrfqYmvMsYh,0.115813,ETH,Wormhole Bridge
2021-12-10 03:42:12.000,CpFHYFx7i3LobdiDavi1zeJVTp2f7VhbqVsLbDDWdFKG,0.0,ETH,Wormhole Bridge
2022-01-20 11:55:51.000,CtLjsNg3N98q4YRSp6q8CHRJMw6pAj7AC4ZZNm4Gen6F,19999.5,aeUSDC,Allbridge Bridge
2021-12-03 23:23:27.000,CuieVDEDtLo7FypA9SbLM9saXFdb1dsshEkyErMqkRQq,0.0,SUSHI,Wormhole Bridge
2021-12-25 15:08:37.000,CvnHrVNPZ8P8RbtDBKDPWZ2LbBMfk1vG1dx48whbNuU3,0.0,SRMet,Wormhole Bridge
2022-01-24 11:48:32.000,D1CPiVzivEuWe2xhuWKoXseeYLATWkUFk8bYKcuVMfyu,0.0,USDCet,Wormhole Bridge
2022-02-09 09:19:59.000,DLsjKhAdT163oPPMHoKjvDcRmAP99SWpPd9Ywjk2dHHW,1999.5,aeUSDC,Allbridge Bridge
2022-02-05 06:15:23.000,DLsjKhAdT163oPPMHoKjvDcRmAP99SWpPd9Ywjk2dHHW,0.0,USDCet,Wormhole Bridge
2022-01-25 16:50:40.000,DNpH21H27WFRjFCnivM5PMybXDgGAoW7qwewPs18Xt9c,16.49989,aeWETH,Allbridge Bridge
2022-01-09 12:33:46.000,DNpH21H27WFRjFCnivM5PMybXDgGAoW7qwewPs18Xt9c,0.1,ETH,Wormhole Bridge
2022-01-03 03:15:31.000,DP1UkBrsU4QjWkgQqTxRMKCcineWJMGcB3FL3BUjmqaw,10.0,ETH,Wormhole Bridge
2022-01-23 15:32:21.000,DQM373nR4sKZKFWxavscZt2hR4fL9W2uV2kvEcZrykET,5774.987087,USDTet,Wormhole Bridge
2022-01-30 10:47:50.000,DYrwyzFftC6VTffifqeKth4ggiT8Puq6jJYzBtNxhJ9Y,4000.0,USDTet,Wormhole Bridge
2022-01-30 13:10:14.000,DdX4L4EzLYr4Q6hp8ssBdtR9mMnosEutwCxy7UtbCBME,0.0,LDO,Wormhole Bridge
2022-02-16 06:29:27.000,DjD5U9U8gXoRT9zgbyHQHseytW3R1DYN5tqzvhfZKjM3,60.63253148,LDO,Wormhole Bridge
2021-12-11 08:39:06.000,DoCUMt7vDRsRKckqoLhyn1if2RuBkjRy1FyfxY6oYzDr,450.0,USDTet,Wormhole Bridge
2021-12-16 01:06:10.000,EJz9JgxmaWV5SFRBDhnAA4dQQsFta1jfWRBzkYMqwR6e,0.63,ETH,Wormhole Bridge
2021-12-18 00:52:54.000,EN37CDnGoRnJfRKmFHc42u2n4dLW8DbnZRY5FnFSiQJn,0.0,ETH,Wormhole Bridge
2022-01-28 11:17:35.000,EPvQNZJfGvAEjCCHaJPPqeUSbpNhtnojayXL7Un1fKs5,0.0,USDCet,Wormhole Bridge
2021-12-31 21:23:33.000,EmLMKbiiBsVpffybGuPUVFRcb5C5KxsZ5H4JSvkgHouL,0.37489,aeWETH,Allbridge Bridge
2021-12-06 18:03:42.000,FDiHKg3QsXU8tpe7nzCMHZsMSgPaBRYJSwjBCBQgT1vo,100.0,USDCet,Wormhole Bridge
2022-01-17 07:23:18.000,FFGPrDUAfh7tJe1jiaK8Rji8BnYR3JvynG2cxXA4B3S8,0.0,HUSD,Wormhole Bridge
2022-01-28 06:45:49.000,FKK1YBAoyfrg7RcVRhg8QAQ6SridwynMHn1VfsGSqJbo,0.0,ETH,Wormhole Bridge
2022-02-06 20:23:57.000,FNrTHTDUgnqcYKRfbqWU37qFE6FiQHne55Fc7QYuNR3d,0.0,ETH,Wormhole Bridge
2022-02-12 22:16:17.000,FXAXrB2BhmEVfqXGZSGvCiLVmkGCQFo4d4tHqckfHx7S,1.75,ETH,Wormhole Bridge
2021-12-28 16:01:41.000,FeU2M2JMmTiuumsdZbRSDJhzZhwyrmGdUfhVc2vjCFWH,0.0,ETH,Wormhole Bridge
2022-01-14 14:00:31.000,FghbbFyoBAVSMth7suwrTqa6xJ1c1UhJALHS3nExAePr,108017.365688,USDTet,Wormhole Bridge
2021-12-09 05:32:26.000,FwLbh6DQPkpBu13M4NZSfMMzhyP3RgeFseNwL3nobo52,29.99989,aeWETH,Allbridge Bridge
2021-12-15 22:25:02.000,FwLbh6DQPkpBu13M4NZSfMMzhyP3RgeFseNwL3nobo52,0.0,ETH,Wormhole Bridge
2022-02-26 17:01:28.000,FyPpT1r5xUP2MfnXAs5SCQ1wZDs6hFs1te8U9316qFAQ,5.0,USDCet,Wormhole Bridge
2021-12-30 21:23:52.000,GQzY8hzR1kkXMEEGsrEYjTSYdo7hkosbJyzaMsHcNXCC,299.99999999,FRAX,Wormhole Bridge
2021-12-27 21:54:51.000,GTNaEeoDEw5Y3xKDDdpGVnEbVkeqVvd3DuszppWs2edg,986.533864,USDCet,Wormhole Bridge
2022-01-15 18:27:27.000,Geg1UeG8AMKGSwQE6JXE9qMZ34CmR7yihyWbZg6cfDQz,0.319,ETH,Wormhole Bridge
2022-01-27 00:51:36.000,GhmGJowe7LtFuQGKc51o4MqpFEec6u1trTnYDfxJmdEu,1.03801747,ibBTC,Wormhole Bridge
2022-02-20 14:35:36.000,GtbA1nsFQwvESmACjqxg69CkDJCRYUmdqeKmmWKphvKb,1.5,ETH,Wormhole Bridge
2022-01-12 07:57:24.000,HJjbn5cNbMwSptBrQNTBYcCVpRcRpy5SatynNEpM7tvp,0.0,USDTet,Wormhole Bridge
2022-02-07 11:18:43.000,HQcVZTyhbN2HvBtmUguQJMpB6TUA18JYedRN1mDjKyVT,962.059411,USDTet,Wormhole Bridge
2022-01-29 15:20:41.000,HUKiNCZfaZ7pmNDMcDMgeY65qDXPMLmPx2No1M3vLu8Z,0.0,LDO,Wormhole Bridge
2021-12-31 18:39:06.000,HbqoyBziP8VgzBgTA2FeZZ3ch6G3fqF735YnUqpnP3C7,0.0,USDCet,Wormhole Bridge
2022-01-06 22:42:26.000,HrQqhEhVomSsnPK1En27jM9tsFp8eT44vz6Ako4asKNN,936.103023,USDCet,Wormhole Bridge
2022-01-13 03:55:17.000,HtvLD3zc5tJzR16UUcgexFW9pRDru1HkHJy7k9RiHkx2,0.0,ETH,Wormhole Bridge
2022-01-09 13:50:45.000,J68FQhdcQj2yL5wZV2n7JaAHjEkdjDZjoAzZ8tag5HC2,100.020311,USDCet,Wormhole Bridge
2021-12-21 05:01:25.000,J7aJcdvrsfjkHRU1Mv6AVJjDTuySGkE6sThstowD3ZSk,0.0,USDCet,Wormhole Bridge
2022-02-04 00:59:03.000,J8YDNuLWfEWCLQZNh7cfmTe9NciEo54pNCtwi4esx2WA,0.2,ETH,Wormhole Bridge
2021-12-25 16:44:04.000,KR7ZzwB2Uzs8ypr5bhdHZBDFgyD5vTHXhiPgEU6zBEh,0.29989,aeWETH,Allbridge Bridge
2021-12-08 15:37:43.000,fMgAETjC8a12nzsHA7z5akGCNpVVxRGJdCwcebAy8tV,1.8,ETH,Wormhole Bridge
2022-01-30 04:17:04.000,fo26sASaPQAfWFfzxWFDZCTejTw7oetnD69RyQdLh3v,0.0,ETH,Wormhole Bridge
2021-12-16 12:08:27.000,msHRz3bjSVkF7AMhSQevYrwdunJHN1aSq4QUid3dARP,100.0,USDCet,Wormhole Bridge
2022-01-13 15:14:15.000,uhhj8LSWwNnQiG6PdoVNUrCvrwSZs24kvLs1j8w2v8b,2806.734182,aeUSDC,Allbridge Bridge
2022-02-04 16:16:11.000,13sGrJKMvbRkWBwTiStCXNwGxn1zKc2b2RCXRrGYaPCx,6.54214,FTT,Wormhole Bridge
2021-12-03 01:27:06.000,14ihZxk3YYBb55dYZR2HBz6NCvHmQJhziqxHCr3BC3L4,0.001,ETH,Wormhole Bridge
2021-12-02 17:49:33.000,2UkBrjk5dXQacu5xheRZeNnCPJujaJGJb9WgdSrfy6Pv,5.0,ETH,Wormhole Bridge
2022-02-20 04:45:24.000,2Wei1PznfCNeA25cLdtYN8S6kwE8zSzNdXwfK9AafaPJ,1.0,ETH,Wormhole Bridge
2022-02-25 00:03:46.000,2cS7tZxRBhqcx3ncxmSGqCWuPnAqEbQpAqNEaVU1yRBo,0.0,LDO,Wormhole Bridge
2022-01-12 06:12:40.000,2s55YaU5GT2DZiEdJf4aorwVxYnJyiKHxNjEupU13nt9,0.0,USDCet,Wormhole Bridge
2021-12-06 13:11:20.000,2skBPod8EBPKJQjESSATq3hAgwtyUKP3cLgN5iAoWEaL,0.0,ETH,Wormhole Bridge
2022-02-25 23:59:06.000,2tEhLAmpxHvkBes8coT56DPSxoLB4Reiv5BvEmVAPdCe,10.0,LDO,Wormhole Bridge
2021-12-19 01:30:07.000,35TWAW4JYBHX7qrtqZGS153noukWtgZ34HXjiXjWgrXn,1.0,ETH,Wormhole Bridge
2022-01-06 22:44:25.000,3CVonzHLCvLrB7rwMBnydYLSSBwyGfZ3S64jvgMmzPwb,0.0,ETH,Wormhole Bridge
2021-12-08 08:48:57.000,3S97yAyc4BcqrNfU2KxXbQQ2EaDEDcowMx7bz6wmrr7G,1225.248177,aeUSDC,Allbridge Bridge
2021-12-15 11:54:01.000,3S97yAyc4BcqrNfU2KxXbQQ2EaDEDcowMx7bz6wmrr7G,0.0,1SOL,Wormhole Bridge
2021-12-02 03:14:25.000,3aMMcaFAakfBjpSirh24KczVMyYVTaZBE9JBk288k6Ep,439.97159825,DYDX,Wormhole Bridge
2021-12-01 10:58:15.000,3bENPewQnfVNbtoYetnP7RChWfqumYCEi4dPR1ZwCbs6,0.0,LDO,Wormhole Bridge
2021-12-02 08:12:00.000,3c4tj9J8QwB3exFchWei43nBh5xsYRZxEUfayi3JvYgm,0.0,USDCet,Wormhole Bridge
2021-12-30 21:38:11.000,3dFJZBiq4veyKEfWj6LMgsX1sMpTqKAsZU6tUoAa5HRS,0.0,ETH,Wormhole Bridge
2022-02-10 17:35:48.000,3jBvAWQjLAGedNb2PR4WE8TJG5FuMojPqKPZKGLNaZ3z,14.40202966,ETH,Wormhole Bridge
2021-12-04 19:20:11.000,3jc6o7Poxh6m4xFb6cyqKLwKcepyWyKLL6FfZ6sCM9k7,0.2,ETH,Wormhole Bridge
2022-02-16 06:51:08.000,3qQhaXWK1iSBS9RsjvdzAEv6Tm4vKUBnpN6tUheZLp3Y,11.0,FTT,Wormhole Bridge
2022-02-16 20:20:39.000,3qoLYshRXSxWhcM4GGwsdZyCLxZcrQsuoKFkoqpHjiRB,0.0,LDO,Wormhole Bridge
2022-01-07 01:49:41.000,4AzxK5W9NtpRBUsZPWCz5Wj7ockPwQdvix4sPVH1w7cc,0.0,ETH,Wormhole Bridge
2022-01-02 03:13:33.000,4E86HGiYVQyin1HaJUp3fvx8WaCWL4ZAK3oUom5gCQVG,0.0,ETH,Wormhole Bridge
2022-02-07 18:42:04.000,4EUnSyVDx4ysFJNypazWQ12oHL3VKQ86L7GYihQZvmjD,1.0,ETH,Wormhole Bridge
2022-01-12 09:07:49.000,4HGyp6tA7CuqMRju4m5fUur4o4hu8ecnkmZ26884j83A,10.0,USDTet,Wormhole Bridge
2022-01-12 05:02:03.000,4sp1eby3d4Cww4fj6AtrM2btZ3XP5MrJoJ8W61YqaWrS,0.0,ETH,Wormhole Bridge
2021-12-05 22:57:55.000,4ughCi3M4smMvTNvTbkcVpTUPsyuCFVgb9Z4e1x8mzui,0.3,ETH,Wormhole Bridge
2022-02-20 05:44:58.000,524L2cFbvwSRCXHcZ88JRgnKgTDoyh94YSpq61aaCeKi,119.080568,USDTet,Wormhole Bridge
2021-12-17 17:26:20.000,53LCsHvxTEvb3GnFdEhEKhTa3sZEDcnAixtRLUozAxit,8.13872041,ETH,Wormhole Bridge
2021-12-12 06:36:20.000,54NkgRFo6RQ9ym3fUYwcdvTzjWkAHNTB92AJNinmQrB6,0.0,USDCet,Wormhole Bridge
2021-12-12 04:32:34.000,554757wkqFvyAjk4eFqQL9edfboxyQU7awvz12CmTGaG,29.0,ETH,Wormhole Bridge
2022-01-22 22:40:26.000,5EKx6GV6r2SnwwLR9CVBevq26m5WwVso8cWVyrP9rw1L,5000.074567,USDCet,Wormhole Bridge
2022-01-20 09:10:31.000,5N5tgeKgBiEwsVMoJhFWHPTkGL8wAUi2g541XrVgWVTz,0.0,USDTet,Wormhole Bridge
2021-12-10 10:58:05.000,5PSzWLacbaYPjJfjMKAUkZNQ1otDCf41GVpw3NuxiGqe,0.075,ETH,Wormhole Bridge
2022-02-09 19:47:48.000,5PytLF7PGWx43cH1SAgXpZr4gYVWFYRuMPwFSjCMnqZ8,0.0,ETH,Wormhole Bridge
2022-02-08 15:03:46.000,5bh9zjVWqANtipHeEE4By2d8pr6cfpEJUtmSkzXC4gJy,0.0,ETH,Wormhole Bridge
2022-01-03 17:50:58.000,5eQPSSBiN5Qvdzk3mcN9sxs77YHoV7GyGBGy284d5Sf3,0.0,USDCet,Wormhole Bridge
2021-12-26 01:35:42.000,5wzAchhpKSo17d833q6fBGh6Tqs7LEp9wBWH4AsPtWqS,0.0,USDCet,Wormhole Bridge
2022-01-06 00:32:58.000,63dKzmj9qFgMUd1WLFbxVadp3Duvmy1jWDVjQARNboq5,1000.0,USDCet,Wormhole Bridge
2022-01-15 16:44:07.000,68zjUiBo9rWTTU1WReM5FUcEVc3XCaYerq33nw4biWRb,20.0,ETH,Wormhole Bridge
2022-01-11 22:57:59.000,6GiQkFs4DvAaXSDCEBtZb3cefDApUMCp45o785mN4v8x,0.0,USDCet,Wormhole Bridge
2022-02-01 00:05:06.000,6JLizo4EWhyGEbWuLnRYM3n1ctXbpYquFdBZPjNn65SH,0.0,USDCet,Wormhole Bridge
2021-12-21 19:06:00.000,6Ueg5uRVYzKAR1n28Nqdy5tgwPddiQbM5E99KNukedeM,0.0,USDCet,Wormhole Bridge
2022-01-01 20:16:50.000,6aBhFYXypMiwJX3ndqwFfK75QBj3sEZVcfgtQ8AUkLMp,0.0,ETH,Wormhole Bridge
2022-02-14 18:05:01.000,6arDeXAQtWxAZvVrxh3iCjGzoDEwMJz7wFv3WEdngamR,0.0,USDCet,Wormhole Bridge
2022-01-02 05:12:07.000,6fqbSyhh3PPdgRcLraHb7Jahj9s1oHHeX3SsjNSsGa6t,0.0,ETH,Wormhole Bridge
2022-02-03 15:25:41.000,6smMxWGsbpTS8BgDC3uwEh8QvDJpnkJ6JqRqkoDjBkU1,0.0,SUSHI,Wormhole Bridge
2021-12-09 10:32:05.000,6yHUaBRAG4dbGRHcVJyL3gguXSK3NtqT5yBUoWupJwEm,0.0,ETH,Wormhole Bridge
2021-12-26 02:33:13.000,73h6Uzk7tGM4LEncPzyXJEoFtMT6NEvtj1oAwpLTZu1b,0.05,ETH,Wormhole Bridge
2022-01-17 22:34:25.000,79nBgvQX8EdGxJbWmnVArrihTCZwSdsqLoyUzUHRJxuw,0.0,USDCet,Wormhole Bridge
2022-01-24 02:38:17.000,7NZHFQaevwaLEbt21WdgtxxpVryntaRfX17Jh7WQzEba,3467.686493,USDCet,Wormhole Bridge
2022-01-26 12:44:45.000,7fAENUDhoDdmn7YGHuEW3XEw18XHrENCWK2AZEX1CEi6,0.0,ibBTC,Wormhole Bridge
2021-12-11 19:48:52.000,7g89QJwxxpxVbBfSrjcmLG4fUiVUVzgCbkn5JG4xvMbV,0.0,USDCet,Wormhole Bridge
2022-01-20 01:03:39.000,8Ea2Kz7FhxqXRC5Eu8dPLz6pxB1mACziXwg32WB5MtRZ,99.5,aeUSDC,Allbridge Bridge
2022-02-13 13:13:51.000,8KkVTda1QTCfZFtVcgSna4JbCozwnFGn4GhEtjtn13cB,0.0,LDO,Wormhole Bridge
2021-12-08 13:37:37.000,8LXpW8fPk757j5zMGnkLYFaPP46MrmtnG5H8W3LcsbNh,0.0,SUSHI,Wormhole Bridge
2022-02-05 22:52:36.000,8MhdNzcXXe93LmcxNDTk3iCHsUVKnNGhN7HstWSg1czm,47500.0,LDO,Wormhole Bridge
2021-12-27 15:19:01.000,8PJ6LPFj8ptiBop3KFaGJkEFNf3mEDogqLh6QmfGQrZP,0.12322136,ETH,Wormhole Bridge
2021-12-23 17:49:55.000,8T1uqR4zZLnBgq8DWED8V4egtjXav4CEuERfnfuV8HfH,3678.691454,USDCet,Wormhole Bridge
2021-12-09 20:25:49.000,8U4snwUMqxWy1cLoWomWkAo6LkxvcdFxyXo1iYKEk5Ck,0.0,PEOPLE,Wormhole Bridge
2021-12-28 20:51:26.000,8axxbZW6DbtW5L39FweQMdMZcst85r9HyAz2bA97NqvG,0.103,ETH,Wormhole Bridge
2022-02-07 11:02:32.000,8dVHCoEtJBRn4UQwWuhPjdG1yhNTjnKvXLqFL7XsGkGz,0.25,ETH,Wormhole Bridge
2022-01-02 11:00:38.000,8eH7dWZde3uNQWEN2KPAyArsF5fGZup2WuY6FG4p5RKF,4820.35321418,DAI,Wormhole Bridge
2022-01-10 16:38:45.000,8jGzSxCBjTuzj52JCJfBGjtgA2sAG5LFjuy4EzgteMQs,0.0,USDCet,Wormhole Bridge
2022-02-16 22:54:15.000,8nUDL38Uyc8VPaxFWpnjghssNsm6fkWq1wfNjMWiqz11,0.4,ETH,Wormhole Bridge
2021-12-10 02:37:16.000,8qTXSDgQvNEPA5LewEsXMTZzkXz3sLhkHq112MA9fWme,0.0,ETH,Wormhole Bridge
2022-01-17 20:06:42.000,8vQkDEqK9odXPaw59zfGSai1NXNoE5CjqyrAH1hZjfir,0.0,DAI,Wormhole Bridge
2022-01-09 20:44:36.000,8xiGaykxcuGLxNb6Dt2YGbs7dRSkwaYkJMADfejZU2gY,1500.0,USDTet,Wormhole Bridge
2022-02-14 17:11:55.000,8xuTGEAb3iBeLVfxRtuDTGVqs6u2gb1meTUbCL9aEF8u,1.0,ETH,Wormhole Bridge
2022-01-16 06:37:38.000,91om5AAzkJRu3uaM6mmJEbwkK3mwxG6qkfvHovxiuHPM,0.0,USDTet,Wormhole Bridge
2022-02-01 05:00:13.000,97st5eTHU23n8aXGTWCVaGDap8R3Ab8m9aVei4i2oAMF,0.0,LDO,Wormhole Bridge
2021-12-07 19:00:02.000,9ETQ7vthdM2u3GpcuhATDQFqRVU5nPnQHccYQSH3nUHB,0.09072629,ETH,Wormhole Bridge
2022-01-15 17:14:48.000,9Lfbgq6yn3aj89ALYSxBYqKCfygwGRVS3YRFPvRwjBjZ,2.064237,ETH,Wormhole Bridge
2022-01-06 16:44:12.000,9M8NuVBAoczjjp67WXKVoaeHRRyGHB74pDEaaXwMPVQR,150.0,USDCet,Wormhole Bridge
2022-01-18 23:09:03.000,9PnULhfP2LUwP8MSEPuq8zsq9jXqaYX9SZTYeigRuGBx,0.0,ETH,Wormhole Bridge
2022-01-23 11:17:22.000,9XZGsiviDQwj52BjFHTf7c1TJ6sgWkBWsqFnyXr18QNW,0.0,ETH,Wormhole Bridge
2021-12-25 19:21:56.000,9YUyWU4SnsG7vFqTFGsVwi2h5dxXQcifjkFLgTuKRqXg,3499.5,aeUSDC,Allbridge Bridge
2021-12-05 05:31:17.000,9YUyWU4SnsG7vFqTFGsVwi2h5dxXQcifjkFLgTuKRqXg,9904.360728,USDCet,Wormhole Bridge
2022-02-10 09:28:44.000,9mGvGZNRNUqmhnuSQ6PNUvm5cbYTAWq7emxqG8WbWLsk,50.0,LDO,Wormhole Bridge
2022-02-02 02:56:10.000,9z7WAp2FQjuBAgFmPhjDCNNUexZUS9ugB1JXwtUYgtVJ,0.0,ETH,Wormhole Bridge
2022-01-15 20:36:35.000,A1seztbm93CvZrShvhhrpGfDWU2UuVaTyrBURFtUQU3Z,3.5,ETH,Wormhole Bridge
2022-02-24 14:26:02.000,A1trQrj4jxnqjUJt1NhsNNijW71HL4FpMtoH2xoMHBZN,0.0,USDCet,Wormhole Bridge
2022-01-12 05:19:19.000,A7C75Woeg8qn5dB3DTN9V18aVtKFNsN7oqM3eVTePwUg,425.84978,USDTet,Wormhole Bridge
2021-12-02 18:02:41.000,ADSP2EwbibZFsqZuVbayePrm32YLJvCL8ABGpuEr5xMX,9.0,ETH,Wormhole Bridge
2021-12-01 19:16:52.000,AR9FSpyL858Vb7hr29bxcWTy8TNHwbhfrXbRnVrZ5M7i,0.0,ETH,Wormhole Bridge
2021-12-26 06:32:18.000,AcYBSWf2zG931K8WHncTWcNZhjrsJVWB9KQcTKhCoDw6,0.0,ETH,Wormhole Bridge
2022-01-12 05:12:01.000,AdsJUSH3tvYF1TsT43BrDDMfqo2n3K6UnrwjxQui44Vh,10380.41397504,ALEPH,Wormhole Bridge
2021-12-15 15:43:29.000,B8qi2ykPF1KEsWXUQuKq5F5Q4Q2Wfwth3LHemogcc4on,0.0,USDCet,Wormhole Bridge
2021-12-20 18:24:35.000,BYAaYnaHErFFAvUWntRqX9Nmj7Y86MNterkFfTK8RuuU,0.0,ETH,Wormhole Bridge
2021-12-02 16:07:01.000,BeGRajBEc2xo22BzJdLmYa5CdvvLx8X9adKM5wzpGG2z,536.13723258,SAND,Wormhole Bridge
2022-02-01 13:21:48.000,Bi6NUH7JjSgwarwsfmAAc5zf55YByxNHBdH8JxFui7Hp,1.0,LDO,Wormhole Bridge
2022-01-11 16:33:39.000,Bmqm4HhVwB1WRZ43Vuh8fyhZQuFJd9KxkYKsX44rsAmk,0.0,FTT,Wormhole Bridge
2022-01-11 19:04:41.000,BzXyA3hcDBuQjr5X3787dEieh3CCUU9hwfToGeFvYP8u,100.0,USDTet,Wormhole Bridge
2021-12-06 16:39:54.000,CC985RAgZwM5LFhecHk8LF5krpn8TanV1tncmqNEzQDG,1.89989,aeWETH,Allbridge Bridge
2022-01-15 20:45:05.000,CEBABL6EiN2CvCPzisYYVfCWETnKaaFrf9xta4rLg6yj,0.3,ETH,Wormhole Bridge
2022-02-19 20:18:57.000,CHYG2gU9DHNMSKwGRsBtLiT2dS3TfRdNAcwe57Q3jysW,0.01,ETH,Wormhole Bridge
2022-01-15 03:28:50.000,CUYF8YGZr8Hm3Dpvh3wNo4SPK2yY9HoAAMPDe3gVzXZu,10140.787498,USDTet,Wormhole Bridge
2021-12-11 04:19:40.000,CUYyT1pciYMX5qF5zc53j3bu4388tVbm9D4zaiPAXgsX,0.0,DYDX,Wormhole Bridge
2021-12-22 20:06:09.000,Ccb4xpbdnz3wcZEKBxrjt9NWBYjQVsF5nPqFgXDA1sqG,0.0,USDCet,Wormhole Bridge
2022-01-31 12:47:55.000,Ch2r6gTY9kS6QasuacxTCD5kyPqyQ85fqwfGWpZy3WMy,0.0,ETH,Wormhole Bridge
2021-12-08 23:20:05.000,Cr8yD1S3xz4hKxgRbzYt7v3rqwZPFquhYjGVmzntRi7U,100.0,USDCet,Wormhole Bridge
2021-12-05 08:09:06.000,CuixAVZncv9yTAwTcoCbC7UekXAotytzE5Psmbf3xcbD,0.0,ETH,Wormhole Bridge
2021-12-29 19:46:23.000,CusUDbkSgLXJjZNKBubNEaM73hEptK4qsgVsWuCyhgzQ,0.89878069,HBTC,Wormhole Bridge
